student_id,school_year,attendance_rate,chronic_absenteeism_flag,average_assessment_score,basic_or_below_count,failed_course_count,average_final_grade,at_risk_flag,risk_due_to_attendance,risk_due_to_assessment,risk_due_to_course_failure
STU00762,2024,0.964,0,76.75,0,0,73.0,0,0,0,0
STU00762,2025,0.954,0,80.75,0,0,76.75,0,0,0,0
STU00763,2023,0.994,0,74.0,1,0,73.5,1,0,1,0
STU00763,2024,0.894,1,59.25,4,2,59.75,1,1,1,1
STU00763,2025,0.982,0,77.0,0,0,77.5,0,0,0,0
STU00764,2023,0.869,1,62.0,3,1,60.0,1,1,1,1
STU00764,2024,0.898,1,72.5,1,1,65.75,1,1,1,1
STU00764,2025,0.857,1,65.0,2,1,64.75,1,1,1,1
STU00765,2023,0.907,0,75.5,1,0,69.0,1,0,1,0
STU00765,2024,0.958,0,79.0,0,0,80.0,0,0,0,0
STU00765,2025,0.942,0,61.5,4,1,66.5,1,0,1,1
STU00766,2023,0.885,1,65.75,3,1,67.0,1,1,1,1
STU00766,2024,0.943,0,69.75,3,1,68.5,1,0,1,1
STU00766,2025,0.931,0,70.25,2,1,70.75,1,0,1,1
STU00767,2023,0.948,0,72.25,2,0,70.75,1,0,1,0
STU00767,2024,0.97,0,77.75,1,0,78.0,1,0,1,0
STU00767,2025,0.994,0,86.0,0,0,81.5,0,0,0,0
STU00768,2023,0.908,0,63.25,2,2,64.0,1,0,1,1
STU00768,2024,0.922,0,71.5,1,0,70.0,1,0,1,0
STU00768,2025,0.916,0,69.5,2,0,68.75,1,0,1,0
STU00769,2023,0.958,0,73.75,2,0,76.5,1,0,1,0
STU00769,2024,0.97,0,74.0,1,1,70.25,1,0,1,1
STU00769,2025,0.948,0,77.0,1,1,76.5,1,0,1,1
STU00770,2023,0.915,0,68.75,2,0,68.5,1,0,1,0
STU00770,2024,0.91,0,75.0,1,1,70.0,1,0,1,1
STU00770,2025,0.994,0,87.5,0,0,83.5,0,0,0,0
STU00771,2023,0.994,0,69.75,2,1,68.0,1,0,1,1
STU00771,2024,0.934,0,71.0,2,0,72.5,1,0,1,0
STU00771,2025,0.877,1,69.75,2,1,73.25,1,1,1,1
STU00772,2023,0.928,0,72.75,1,0,68.5,1,0,1,0
STU00772,2024,1.0,0,85.0,0,0,82.25,0,0,0,0
STU00772,2025,0.97,0,78.75,1,0,80.5,1,0,1,0
STU00773,2023,0.9,0,74.75,1,0,80.25,1,0,1,0
STU00773,2024,0.953,0,74.75,0,0,72.0,0,0,0,0
STU00773,2025,0.966,0,72.75,1,1,72.25,1,0,1,1
STU00774,2023,0.947,0,66.75,2,0,69.25,1,0,1,0
STU00774,2024,0.898,1,64.0,2,2,62.75,1,1,1,1
STU00774,2025,0.959,0,75.0,1,0,78.25,1,0,1,0
STU00775,2023,0.936,0,63.75,2,3,59.0,1,0,1,1
STU00775,2024,0.916,0,69.5,2,0,75.5,1,0,1,0
STU00775,2025,0.965,0,73.5,1,1,69.5,1,0,1,1
STU00776,2023,0.929,0,84.75,0,0,83.5,0,0,0,0
STU00776,2024,0.983,0,78.25,1,1,75.0,1,0,1,1
STU00776,2025,0.916,0,76.75,1,1,73.25,1,0,1,1
STU00777,2023,0.983,0,74.0,1,0,75.0,1,0,1,0
STU00777,2024,0.932,0,73.0,2,0,71.75,1,0,1,0
STU00777,2025,0.914,0,78.5,0,0,77.75,0,0,0,0
STU00778,2023,0.905,0,73.5,2,0,76.5,1,0,1,0
STU00778,2024,0.958,0,80.5,0,0,80.25,0,0,0,0
STU00778,2025,0.966,0,75.75,1,0,76.75,1,0,1,0
STU00779,2023,0.897,1,59.5,4,2,58.0,1,1,1,1
STU00779,2024,0.852,1,68.75,3,1,63.25,1,1,1,1
STU00779,2025,0.865,1,65.0,3,1,63.0,1,1,1,1
STU00780,2023,0.939,0,77.0,0,0,78.5,0,0,0,0
STU00780,2024,0.933,0,64.75,3,2,64.5,1,0,1,1
STU00780,2025,0.942,0,75.75,1,0,72.5,1,0,1,0
STU00781,2023,0.928,0,68.5,2,1,63.25,1,0,1,1
STU00781,2024,0.939,0,73.0,1,0,75.0,1,0,1,0
STU00781,2025,0.882,1,69.5,2,0,70.5,1,1,1,0
STU00782,2023,0.966,0,73.5,2,0,75.5,1,0,1,0
STU00782,2024,0.994,0,80.0,0,0,76.25,0,0,0,0
STU00782,2025,0.955,0,90.0,0,0,90.0,0,0,0,0
STU00783,2023,0.867,1,60.0,4,1,60.25,1,1,1,1
STU00783,2024,0.874,1,65.5,4,2,66.5,1,1,1,1
STU00783,2025,0.919,0,67.25,2,2,68.0,1,0,1,1
STU00784,2023,0.893,1,59.5,4,2,56.75,1,1,1,1
STU00784,2024,0.939,0,59.25,4,2,60.5,1,0,1,1
STU00784,2025,0.927,0,75.75,1,0,77.25,1,0,1,0
STU00785,2023,0.91,0,73.5,1,0,70.5,1,0,1,0
STU00785,2024,0.911,0,68.75,2,0,75.5,1,0,1,0
STU00785,2025,0.932,0,65.66666666666667,3,0,68.5,1,0,1,0
STU00786,2023,1.0,0,80.5,1,0,80.5,1,0,1,0
STU00786,2024,0.924,0,76.75,0,0,80.75,0,0,0,0
STU00786,2025,0.983,0,80.0,1,1,79.25,1,0,1,1
STU00787,2023,0.947,0,72.75,2,1,69.75,1,0,1,1
STU00787,2024,0.911,0,61.5,4,2,55.0,1,0,1,1
STU00787,2025,0.898,1,74.5,2,0,78.75,1,1,1,0
STU00788,2023,0.959,0,79.5,0,0,77.0,0,0,0,0
STU00788,2024,0.898,1,72.0,1,0,68.5,1,1,1,0
STU00788,2025,1.0,0,84.0,0,0,81.75,0,0,0,0
STU00789,2023,0.926,0,72.75,1,0,73.75,1,0,1,0
STU00789,2024,0.888,1,69.5,2,0,68.66666666666667,1,1,1,0
STU00789,2025,0.89,1,75.0,2,1,75.25,1,1,1,1
STU00790,2023,0.91,0,71.0,1,0,70.5,1,0,1,0
STU00790,2024,0.854,1,61.25,4,1,58.5,1,1,1,1
STU00790,2025,0.915,0,69.0,3,0,72.25,1,0,1,0
STU00791,2023,0.915,0,76.25,1,0,71.0,1,0,1,0
STU00791,2024,0.893,1,69.75,3,1,64.75,1,1,1,1
STU00791,2025,0.965,0,74.0,1,0,71.75,1,0,1,0
STU00792,2023,0.921,0,62.75,3,1,64.25,1,0,1,1
STU00792,2024,0.913,0,66.25,4,1,64.25,1,0,1,1
STU00792,2025,0.889,1,65.25,4,1,63.0,1,1,1,1
STU00793,2023,0.916,0,72.25,1,0,70.5,1,0,1,0
STU00793,2024,0.972,0,64.0,4,1,63.25,1,0,1,1
STU00793,2025,0.883,1,71.5,2,1,67.5,1,1,1,1
STU00794,2023,0.972,0,80.75,0,0,78.25,0,0,0,0
STU00794,2024,1.0,0,73.5,0,0,75.5,0,0,0,0
STU00794,2025,0.92,0,70.5,2,0,74.0,1,0,1,0
STU00795,2023,0.978,0,74.5,1,0,73.25,1,0,1,0
STU00795,2024,0.972,0,72.0,2,0,75.25,1,0,1,0
STU00795,2025,0.961,0,79.0,0,0,84.25,0,0,0,0
STU00796,2023,0.936,0,67.0,2,1,63.75,1,0,1,1
STU00796,2024,0.956,0,67.5,3,1,68.5,1,0,1,1
STU00796,2025,0.909,0,69.75,2,1,67.5,1,0,1,1
STU00797,2023,0.861,1,64.25,2,1,64.0,1,1,1,1
STU00797,2024,0.921,0,69.75,2,1,73.25,1,0,1,1
STU00797,2025,0.881,1,70.25,1,1,70.25,1,1,1,1
STU00798,2023,0.886,1,58.0,4,1,64.25,1,1,1,1
STU00798,2024,0.861,1,52.5,4,3,49.0,1,1,1,1
STU00798,2025,0.91,0,73.5,2,0,72.25,1,0,1,0
STU00799,2023,0.943,0,75.0,0,0,73.5,0,0,0,0
STU00799,2024,0.988,0,74.75,1,0,75.0,1,0,1,0
STU00799,2025,0.943,0,79.5,0,0,78.25,0,0,0,0
STU00800,2023,0.807,1,52.0,4,4,51.5,1,1,1,1
STU00800,2024,0.928,0,61.75,3,2,58.5,1,0,1,1
STU00800,2025,0.9,0,69.5,3,1,67.75,1,0,1,1
STU00801,2023,0.965,0,67.5,3,0,68.75,1,0,1,0
STU00801,2024,0.941,0,70.25,2,2,63.5,1,0,1,1
STU00801,2025,0.927,0,73.75,1,0,74.75,1,0,1,0
STU00802,2023,0.97,0,74.0,0,0,76.25,0,0,0,0
STU00802,2024,1.0,0,87.25,1,0,86.5,1,0,1,0
STU00802,2025,1.0,0,92.0,0,0,90.0,0,0,0,0
STU00803,2023,0.96,0,72.0,1,0,72.5,1,0,1,0
STU00803,2024,1.0,0,79.0,1,0,81.5,1,0,1,0
STU00803,2025,1.0,0,80.25,0,0,76.0,0,0,0,0
STU00804,2023,0.905,0,74.25,1,1,68.75,1,0,1,1
STU00804,2024,1.0,0,74.5,1,0,72.25,1,0,1,0
STU00804,2025,0.923,0,75.5,0,0,72.5,0,0,0,0
STU00805,2023,0.846,1,62.5,3,2,62.0,1,1,1,1
STU00805,2024,0.884,1,67.0,3,1,69.75,1,1,1,1
STU00805,2025,0.933,0,79.0,1,0,79.25,1,0,1,0
STU00806,2023,0.994,0,74.5,1,1,71.0,1,0,1,1
STU00806,2024,0.953,0,77.5,1,0,75.75,1,0,1,0
STU00806,2025,0.899,1,67.75,2,0,75.0,1,1,1,0
STU00807,2023,0.972,0,63.0,2,1,61.0,1,0,1,1
STU00807,2024,0.922,0,65.25,3,0,65.0,1,0,1,0
STU00807,2025,0.894,1,71.5,2,0,69.75,1,1,1,0
STU00808,2023,0.927,0,68.0,2,1,69.0,1,0,1,1
STU00808,2024,0.913,0,74.75,1,1,72.25,1,0,1,1
STU00808,2025,0.926,0,69.5,1,1,70.5,1,0,1,1
STU00809,2023,0.942,0,70.25,1,0,69.5,1,0,1,0
STU00809,2024,0.952,0,75.5,1,0,78.0,1,0,1,0
STU00809,2025,0.977,0,71.75,2,1,72.0,1,0,1,1
STU00810,2023,0.943,0,80.25,0,0,79.75,0,0,0,0
STU00810,2024,0.983,0,84.25,0,0,86.25,0,0,0,0
STU00810,2025,0.926,0,87.25,0,0,89.25,0,0,0,0
STU00811,2023,0.97,0,77.75,0,0,84.0,0,0,0,0
STU00811,2024,0.912,0,67.25,3,2,64.0,1,0,1,1
STU00811,2025,0.955,0,78.75,1,0,78.0,1,0,1,0
STU00812,2023,0.926,0,70.75,1,1,68.0,1,0,1,1
STU00812,2024,0.925,0,72.5,1,0,73.25,1,0,1,0
STU00812,2025,0.931,0,79.0,1,0,83.75,1,0,1,0
STU00813,2023,0.952,0,58.25,4,2,59.5,1,0,1,1
STU00813,2024,0.948,0,67.75,3,1,68.5,1,0,1,1
STU00813,2025,0.933,0,77.25,1,0,76.0,1,0,1,0
STU00814,2023,0.878,1,70.0,2,0,71.5,1,1,1,0
STU00814,2024,0.9,0,70.0,2,0,76.0,1,0,1,0
STU00814,2025,0.906,0,74.75,0,0,75.25,0,0,0,0
STU00815,2023,0.972,0,70.75,2,0,65.75,1,0,1,0
STU00815,2024,1.0,0,77.5,0,0,74.25,0,0,0,0
STU00815,2025,0.909,0,71.75,1,0,72.5,1,0,1,0
STU00816,2023,0.978,0,73.75,1,0,67.5,1,0,1,0
STU00816,2024,0.917,0,74.25,1,0,81.5,1,0,1,0
STU00816,2025,0.964,0,71.5,1,0,70.75,1,0,1,0
STU00817,2023,0.929,0,75.5,1,0,79.75,1,0,1,0
STU00817,2024,0.911,0,67.0,3,3,58.5,1,0,1,1
STU00817,2025,0.85,1,66.75,2,1,67.0,1,1,1,1
STU00818,2023,0.924,0,76.75,0,0,74.25,0,0,0,0
STU00818,2024,0.908,0,81.0,1,0,79.0,1,0,1,0
STU00818,2025,0.897,1,81.75,0,0,84.5,1,1,0,0
STU00819,2023,0.983,0,81.5,0,0,81.25,0,0,0,0
STU00819,2024,0.941,0,84.75,0,0,85.75,0,0,0,0
STU00819,2025,0.953,0,75.75,1,1,73.75,1,0,1,1
STU00820,2023,0.953,0,68.0,2,1,71.75,1,0,1,1
STU00820,2024,0.933,0,76.5,1,0,78.25,1,0,1,0
STU00820,2025,0.944,0,72.5,2,0,72.75,1,0,1,0
STU00821,2023,0.917,0,76.75,1,0,75.5,1,0,1,0
STU00821,2024,0.97,0,66.75,2,0,66.0,1,0,1,0
STU00821,2025,0.964,0,76.25,0,0,74.5,0,0,0,0
STU00822,2023,0.903,0,58.5,4,2,60.25,1,0,1,1
STU00822,2024,0.932,0,59.25,4,3,55.5,1,0,1,1
STU00822,2025,0.868,1,54.0,4,2,55.75,1,1,1,1
STU00823,2023,0.855,1,61.0,4,2,63.0,1,1,1,1
STU00823,2024,0.898,1,61.75,3,1,62.5,1,1,1,1
STU00823,2025,0.958,0,69.25,2,1,69.0,1,0,1,1
STU00824,2023,0.935,0,83.5,1,0,81.5,1,0,1,0
STU00824,2024,0.935,0,71.25,2,0,68.5,1,0,1,0
STU00824,2025,0.954,0,83.75,0,0,83.25,0,0,0,0
STU00825,2023,0.908,0,78.0,1,1,75.5,1,0,1,1
STU00825,2024,0.946,0,84.25,0,0,83.5,0,0,0,0
STU00825,2025,1.0,0,83.25,0,0,82.75,0,0,0,0
STU00826,2023,1.0,0,77.0,0,0,81.0,0,0,0,0
STU00826,2024,1.0,0,76.25,1,0,77.75,1,0,1,0
STU00826,2025,0.939,0,81.75,1,0,83.25,1,0,1,0
STU00827,2023,0.92,0,72.0,1,0,75.5,1,0,1,0
STU00827,2024,0.954,0,76.0,0,0,72.25,0,0,0,0
STU00827,2025,0.953,0,78.5,1,0,81.75,1,0,1,0
STU00828,2023,1.0,0,72.0,2,2,67.5,1,0,1,1
STU00828,2024,0.923,0,79.25,0,0,81.5,0,0,0,0
STU00828,2025,0.911,0,77.5,1,1,79.5,1,0,1,1
STU00829,2023,0.888,1,69.5,2,0,69.25,1,1,1,0
STU00829,2024,0.899,1,67.75,3,2,67.75,1,1,1,1
STU00829,2025,0.898,1,57.75,4,2,59.0,1,1,1,1
STU00830,2023,0.971,0,81.0,1,0,77.25,1,0,1,0
STU00830,2024,0.988,0,77.0,1,0,77.0,1,0,1,0
STU00830,2025,0.972,0,81.25,1,0,81.75,1,0,1,0
STU00831,2023,0.925,0,74.0,0,1,74.0,1,0,0,1
STU00831,2024,0.943,0,75.0,1,0,73.5,1,0,1,0
STU00831,2025,0.924,0,68.0,3,0,67.75,1,0,1,0
STU00832,2023,0.895,1,58.5,3,2,55.5,1,1,1,1
STU00832,2024,0.903,0,66.25,4,2,61.25,1,0,1,1
STU00832,2025,0.878,1,64.0,2,2,64.75,1,1,1,1
STU00833,2023,0.936,0,63.25,3,2,61.0,1,0,1,1
STU00833,2024,0.971,0,73.75,2,2,67.75,1,0,1,1
STU00833,2025,0.886,1,64.0,3,1,65.0,1,1,1,1
STU00834,2023,0.873,1,65.75,2,0,65.25,1,1,1,0
STU00834,2024,0.97,0,75.75,1,0,73.25,1,0,1,0
STU00834,2025,0.909,0,76.0,2,0,76.25,1,0,1,0
STU00835,2023,0.94,0,72.25,2,0,70.75,1,0,1,0
STU00835,2024,0.897,1,68.5,2,0,70.25,1,1,1,0
STU00835,2025,0.911,0,70.0,2,2,68.25,1,0,1,1
STU00836,2023,0.911,0,71.25,1,0,68.25,1,0,1,0
STU00836,2024,0.943,0,70.0,2,0,74.25,1,0,1,0
STU00836,2025,0.972,0,80.75,0,0,86.0,0,0,0,0
STU00837,2023,0.958,0,75.5,1,0,75.5,1,0,1,0
STU00837,2024,0.965,0,71.75,2,2,68.5,1,0,1,1
STU00837,2025,0.909,0,75.25,2,0,74.75,1,0,1,0
STU00838,2023,0.927,0,80.25,0,0,78.5,0,0,0,0
STU00838,2024,0.976,0,81.5,0,0,84.75,0,0,0,0
STU00838,2025,0.964,0,75.75,1,0,77.5,1,0,1,0
STU00839,2023,0.907,0,68.5,2,1,69.75,1,0,1,1
STU00839,2024,0.872,1,75.0,1,1,74.0,1,1,1,1
STU00839,2025,0.97,0,66.0,3,1,64.5,1,0,1,1
STU00840,2023,0.894,1,64.25,3,0,62.75,1,1,1,0
STU00840,2024,0.897,1,63.0,4,0,63.75,1,1,1,0
STU00840,2025,0.965,0,75.75,1,0,77.75,1,0,1,0
STU00841,2023,0.893,1,72.5,1,1,72.75,1,1,1,1
STU00841,2024,0.928,0,77.33333333333333,1,0,70.0,1,0,1,0
STU00841,2025,0.897,1,76.5,1,0,80.0,1,1,1,0
STU00842,2023,0.97,0,65.0,4,0,70.0,1,0,1,0
STU00842,2024,0.859,1,57.75,4,2,59.0,1,1,1,1
STU00842,2025,0.939,0,69.5,1,0,65.75,1,0,1,0
STU00843,2023,0.938,0,71.75,1,0,70.75,1,0,1,0
STU00843,2024,0.964,0,72.25,1,0,73.75,1,0,1,0
STU00843,2025,0.966,0,67.0,3,1,68.5,1,0,1,1
STU00844,2023,0.901,0,65.75,2,1,61.25,1,0,1,1
STU00844,2024,0.911,0,67.75,3,1,65.75,1,0,1,1
STU00844,2025,0.878,1,68.25,2,0,70.5,1,1,1,0
STU00845,2023,0.988,0,78.75,2,0,82.75,1,0,1,0
STU00845,2024,0.931,0,70.5,2,1,67.25,1,0,1,1
STU00845,2025,0.955,0,76.5,1,0,73.5,1,0,1,0
STU00846,2023,1.0,0,73.5,2,1,72.25,1,0,1,1
STU00846,2024,1.0,0,74.66666666666667,0,0,77.25,0,0,0,0
STU00846,2025,0.954,0,80.5,0,0,77.25,0,0,0,0
STU00847,2023,0.94,0,64.25,3,1,68.5,1,0,1,1
STU00847,2024,0.989,0,77.75,0,0,79.75,0,0,0,0
STU00847,2025,0.983,0,76.5,1,1,71.0,1,0,1,1
STU00848,2023,0.891,1,59.75,3,2,60.75,1,1,1,1
STU00848,2024,0.874,1,61.75,3,1,64.5,1,1,1,1
STU00848,2025,0.891,1,59.75,4,1,60.5,1,1,1,1
STU00849,2023,0.971,0,75.25,1,1,73.0,1,0,1,1
STU00849,2024,0.842,1,73.75,2,0,76.0,1,1,1,0
STU00849,2025,0.882,1,68.5,2,1,69.0,1,1,1,1
STU00850,2023,0.9,0,79.0,1,0,76.75,1,0,1,0
STU00850,2024,0.93,0,63.5,4,2,61.0,1,0,1,1
STU00850,2025,0.881,1,72.0,1,0,72.25,1,1,1,0
STU00851,2023,0.913,0,65.5,3,0,65.75,1,0,1,0
STU00851,2024,0.923,0,66.75,3,1,67.25,1,0,1,1
STU00851,2025,0.925,0,75.0,1,0,80.0,1,0,1,0
STU00852,2023,0.9,0,73.5,2,1,66.5,1,0,1,1
STU00852,2024,0.922,0,71.75,2,1,70.33333333333333,1,0,1,1
STU00852,2025,0.961,0,75.75,0,0,74.0,0,0,0,0
STU00853,2023,0.946,0,78.25,1,0,78.5,1,0,1,0
STU00853,2024,0.912,0,69.25,2,2,67.25,1,0,1,1
STU00853,2025,0.949,0,76.5,0,0,78.75,0,0,0,0
STU00854,2023,0.923,0,80.5,1,0,84.0,1,0,1,0
STU00854,2024,0.96,0,76.5,1,0,80.25,1,0,1,0
STU00854,2025,0.935,0,79.75,1,1,75.5,1,0,1,1
STU00855,2023,0.948,0,77.25,0,0,79.0,0,0,0,0
STU00855,2024,0.902,0,71.75,1,0,74.0,1,0,1,0
STU00855,2025,0.925,0,77.75,0,0,76.75,0,0,0,0
STU00856,2023,0.904,0,64.75,3,1,65.5,1,0,1,1
STU00856,2024,0.908,0,78.5,0,0,77.25,0,0,0,0
STU00856,2025,0.896,1,69.5,2,0,68.5,1,1,1,0
STU00857,2023,0.922,0,69.75,3,0,69.25,1,0,1,0
STU00857,2024,0.893,1,75.75,1,0,77.5,1,1,1,0
STU00857,2025,0.913,0,66.75,3,0,70.75,1,0,1,0
STU00858,2023,0.915,0,57.5,4,3,51.75,1,0,1,1
STU00858,2024,0.851,1,60.5,3,2,58.5,1,1,1,1
STU00858,2025,0.916,0,69.25,2,1,68.5,1,0,1,1
STU00859,2023,0.958,0,80.5,1,0,80.5,1,0,1,0
STU00859,2024,0.942,0,74.66666666666667,1,0,76.5,1,0,1,0
STU00859,2025,0.935,0,78.75,1,0,80.0,1,0,1,0
STU00860,2023,1.0,0,77.5,0,0,75.75,0,0,0,0
STU00860,2024,0.933,0,77.75,1,0,77.5,1,0,1,0
STU00860,2025,0.988,0,80.0,0,0,81.25,0,0,0,0
STU00861,2023,0.927,0,60.75,4,2,58.75,1,0,1,1
STU00861,2024,0.955,0,72.25,1,1,69.0,1,0,1,1
STU00861,2025,0.91,0,76.0,0,0,74.0,0,0,0,0
STU00862,2023,0.931,0,76.0,0,0,79.5,0,0,0,0
STU00862,2024,0.888,1,72.75,2,0,74.75,1,1,1,0
STU00862,2025,0.904,0,66.75,3,0,70.25,1,0,1,0
STU00863,2023,0.95,0,64.25,2,1,60.75,1,0,1,1
STU00863,2024,0.947,0,75.5,1,0,74.75,1,0,1,0
STU00863,2025,0.935,0,68.75,2,0,72.25,1,0,1,0
STU00864,2023,0.982,0,62.0,4,1,61.75,1,0,1,1
STU00864,2024,0.929,0,62.25,4,2,65.75,1,0,1,1
STU00864,2025,0.934,0,82.25,0,0,82.75,0,0,0,0
STU00865,2023,0.953,0,72.75,1,1,70.75,1,0,1,1
STU00865,2024,0.909,0,74.75,1,0,74.5,1,0,1,0
STU00865,2025,0.898,1,72.25,2,0,74.0,1,1,1,0
STU00866,2023,0.994,0,70.5,1,0,73.5,1,0,1,0
STU00866,2024,0.863,1,67.75,2,1,69.25,1,1,1,1
STU00866,2025,0.943,0,72.5,1,0,70.5,1,0,1,0
STU00867,2023,0.977,0,75.75,1,1,77.25,1,0,1,1
STU00867,2024,0.989,0,74.25,1,0,73.75,1,0,1,0
STU00867,2025,0.948,0,72.0,2,1,70.0,1,0,1,1
STU00868,2023,0.916,0,66.0,3,1,63.5,1,0,1,1
STU00868,2024,0.938,0,70.75,1,0,71.0,1,0,1,0
STU00868,2025,0.944,0,70.0,2,1,69.5,1,0,1,1
STU00869,2023,0.953,0,72.25,2,0,74.0,1,0,1,0
STU00869,2024,0.915,0,78.0,1,0,77.75,1,0,1,0
STU00869,2025,0.94,0,79.5,1,0,76.25,1,0,1,0
STU00870,2023,0.853,1,69.75,2,1,65.75,1,1,1,1
STU00870,2024,0.894,1,66.0,2,2,65.0,1,1,1,1
STU00870,2025,0.898,1,64.5,2,2,66.0,1,1,1,1
STU00871,2023,0.965,0,66.0,2,1,64.75,1,0,1,1
STU00871,2024,0.949,0,66.75,3,1,66.0,1,0,1,1
STU00871,2025,1.0,0,74.5,0,0,70.0,0,0,0,0
STU00872,2023,0.948,0,78.25,1,0,82.5,1,0,1,0
STU00872,2024,0.976,0,88.75,0,0,87.5,0,0,0,0
STU00872,2025,0.887,1,68.5,2,1,72.0,1,1,1,1
STU00873,2023,0.916,0,76.75,1,2,70.25,1,0,1,1
STU00873,2024,0.95,0,79.0,1,0,78.5,1,0,1,0
STU00873,2025,0.891,1,62.0,4,2,54.75,1,1,1,1
STU00874,2023,0.958,0,76.25,1,0,80.75,1,0,1,0
STU00874,2024,0.952,0,85.25,0,0,88.5,0,0,0,0
STU00874,2025,0.922,0,75.0,1,0,76.0,1,0,1,0
STU00875,2023,0.955,0,71.25,1,0,71.5,1,0,1,0
STU00875,2024,0.927,0,75.5,1,0,74.0,1,0,1,0
STU00875,2025,0.966,0,82.0,0,0,78.5,0,0,0,0
STU00876,2023,0.95,0,76.25,2,0,77.5,1,0,1,0
STU00876,2024,0.894,1,70.5,1,0,69.75,1,1,1,0
STU00876,2025,0.898,1,75.5,1,0,71.75,1,1,1,0
STU00877,2023,0.953,0,74.5,1,0,74.0,1,0,1,0
STU00877,2024,0.994,0,84.25,0,0,84.5,0,0,0,0
STU00877,2025,0.978,0,80.5,0,0,80.5,0,0,0,0
STU00878,2023,0.972,0,77.75,0,0,76.75,0,0,0,0
STU00878,2024,0.928,0,73.25,1,1,68.5,1,0,1,1
STU00878,2025,0.994,0,76.75,1,1,72.75,1,0,1,1
STU00879,2023,0.911,0,65.5,3,2,62.0,1,0,1,1
STU00879,2024,0.949,0,70.75,1,0,77.0,1,0,1,0
STU00879,2025,0.919,0,85.75,0,0,85.5,0,0,0,0
STU00880,2023,0.918,0,66.0,3,1,62.0,1,0,1,1
STU00880,2024,0.912,0,60.25,4,1,61.5,1,0,1,1
STU00880,2025,0.857,1,61.75,3,3,65.75,1,1,1,1
STU00881,2023,0.911,0,65.5,3,1,68.75,1,0,1,1
STU00881,2024,0.849,1,63.5,4,2,59.5,1,1,1,1
STU00881,2025,0.959,0,68.0,3,1,66.5,1,0,1,1
STU00882,2023,0.959,0,72.75,2,0,69.0,1,0,1,0
STU00882,2024,0.943,0,73.5,1,0,72.25,1,0,1,0
STU00882,2025,0.917,0,74.75,1,0,72.25,1,0,1,0
STU00883,2023,0.897,1,75.33333333333333,1,1,71.75,1,1,1,1
STU00883,2024,0.96,0,74.25,0,0,76.25,0,0,0,0
STU00883,2025,0.922,0,67.5,3,0,65.75,1,0,1,0
STU00884,2023,0.911,0,72.75,1,2,71.0,1,0,1,1
STU00884,2024,0.958,0,83.75,0,0,84.25,0,0,0,0
STU00884,2025,0.949,0,72.25,1,0,71.25,1,0,1,0
STU00885,2023,0.903,0,64.25,3,1,66.5,1,0,1,1
STU00885,2024,0.918,0,58.0,3,2,56.5,1,0,1,1
STU00885,2025,0.931,0,69.75,2,2,62.75,1,0,1,1
STU00886,2023,0.942,0,62.75,3,1,61.0,1,0,1,1
STU00886,2024,0.97,0,70.75,1,1,74.0,1,0,1,1
STU00886,2025,0.858,1,65.5,3,0,70.25,1,1,1,0
STU00887,2023,0.911,0,68.25,2,1,67.25,1,0,1,1
STU00887,2024,0.939,0,70.5,2,0,74.25,1,0,1,0
STU00887,2025,0.958,0,77.5,1,0,75.0,1,0,1,0
STU00888,2023,0.988,0,82.75,0,0,85.25,0,0,0,0
STU00888,2024,0.96,0,81.75,0,0,82.0,0,0,0,0
STU00888,2025,0.971,0,73.75,1,0,74.75,1,0,1,0
STU00889,2023,0.96,0,77.5,2,0,83.0,1,0,1,0
STU00889,2024,0.989,0,79.0,0,0,80.75,0,0,0,0
STU00889,2025,0.971,0,85.5,0,0,87.5,0,0,0,0
STU00890,2023,0.952,0,75.75,1,0,79.75,1,0,1,0
STU00890,2024,0.898,1,74.75,1,0,72.25,1,1,1,0
STU00890,2025,1.0,0,77.5,1,1,70.5,1,0,1,1
STU00891,2023,0.874,1,66.5,2,2,64.25,1,1,1,1
STU00891,2024,0.884,1,65.5,3,1,70.5,1,1,1,1
STU00891,2025,0.901,0,70.5,2,1,67.75,1,0,1,1
STU00892,2023,0.944,0,77.5,1,0,74.5,1,0,1,0
STU00892,2024,0.983,0,82.0,0,0,82.75,0,0,0,0
STU00892,2025,1.0,0,81.75,0,0,84.0,0,0,0,0
STU00893,2023,0.849,1,58.75,4,2,55.5,1,1,1,1
STU00893,2024,0.938,0,63.25,3,1,68.25,1,0,1,1
STU00893,2025,0.943,0,65.25,3,2,62.0,1,0,1,1
STU00894,2023,0.913,0,65.25,2,1,62.75,1,0,1,1
STU00894,2024,0.899,1,79.0,0,0,78.0,1,1,0,0
STU00894,2025,0.936,0,73.75,1,0,71.5,1,0,1,0
STU00895,2023,0.97,0,72.5,0,1,70.5,1,0,0,1
STU00895,2024,0.925,0,69.75,2,0,72.0,1,0,1,0
STU00895,2025,0.937,0,75.0,0,0,74.33333333333333,0,0,0,0
STU00896,2023,0.941,0,81.25,1,0,80.0,1,0,1,0
STU00896,2024,0.989,0,83.0,0,0,84.25,0,0,0,0
STU00896,2025,0.964,0,77.0,1,0,77.25,1,0,1,0
STU00897,2023,0.91,0,60.5,3,2,60.5,1,0,1,1
STU00897,2024,0.916,0,57.0,3,2,61.25,1,0,1,1
STU00897,2025,0.867,1,63.5,3,2,65.25,1,1,1,1
