student_id,school_year,days_enrolled,days_present,attendance_rate,chronic_absenteeism_flag
STU00515,2023,174,158,0.908,0
STU00515,2024,177,156,0.881,1
STU00515,2025,170,161,0.947,0
STU00516,2023,169,144,0.852,1
STU00516,2024,167,150,0.898,1
STU00516,2025,169,156,0.923,0
STU00517,2023,180,165,0.917,0
STU00517,2024,169,163,0.964,0
STU00517,2025,178,170,0.955,0
STU00518,2023,174,167,0.96,0
STU00518,2024,168,159,0.946,0
STU00518,2025,179,166,0.927,0
STU00519,2023,172,167,0.971,0
STU00519,2024,169,154,0.911,0
STU00519,2025,175,170,0.971,0
STU00520,2023,169,153,0.905,0
STU00520,2024,165,153,0.927,0
STU00520,2025,170,151,0.888,1
STU00521,2023,174,164,0.943,0
STU00521,2024,170,158,0.929,0
STU00521,2025,166,155,0.934,0
STU00522,2023,171,167,0.977,0
STU00522,2024,165,160,0.97,0
STU00522,2025,166,166,0.010700000000000001,1
STU00523,2023,174,165,0.948,0
STU00523,2024,176,169,0.96,0
STU00523,2025,176,163,0.926,0
STU00524,2023,177,170,0.96,0
STU00524,2024,173,164,0.948,0
STU00524,2025,172,164,0.953,0
STU00525,2023,178,167,0.938,0
STU00525,2024,168,162,0.964,0
STU00525,2025,180,168,0.933,0
STU00526,2023,165,156,0.945,0
STU00526,2024,178,164,0.921,0
STU00526,2025,167,157,0.94,0
STU00527,2023,170,159,0.935,0
STU00527,2024,166,164,0.988,0
STU00527,2025,165,149,0.903,0
STU00528,2023,180,160,0.889,1
STU00528,2024,171,163,0.953,0
STU00528,2025,170,155,0.912,0
STU00529,2023,177,164,0.927,0
STU00529,2024,167,150,0.898,1
STU00529,2025,173,150,0.867,1
STU00530,2023,165,141,0.855,1
STU00530,2024,176,168,0.955,0
STU00530,2025,171,157,0.918,0
STU00531,2023,166,166,1.0,0
STU00531,2024,170,170,1.0,0
STU00531,2025,179,170,0.95,0
STU00532,2023,174,160,0.92,0
STU00532,2024,172,169,0.983,0
STU00532,2025,173,156,0.902,0
STU00533,2023,167,159,0.952,0
STU00533,2024,180,169,0.939,0
STU00533,2025,170,170,1.0,0
STU00534,2023,166,159,0.958,0
STU00534,2024,172,164,0.953,0
STU00534,2025,178,162,0.91,0
STU00535,2023,172,171,0.994,0
STU00535,2024,176,170,0.966,0
STU00535,2025,167,150,0.898,1
STU00536,2023,171,166,0.971,0
STU00536,2024,171,164,0.959,0
STU00536,2025,170,161,0.947,0
STU00537,2023,173,159,0.919,0
STU00537,2024,180,166,0.922,0
STU00537,2025,169,169,1.0,0
STU00538,2023,168,152,0.905,0
STU00538,2024,176,176,1.0,0
STU00538,2025,176,165,0.938,0
STU00539,2023,170,162,0.953,0
STU00539,2024,174,159,0.914,0
STU00539,2025,180,162,0.9,0
STU00540,2023,179,173,0.966,0
STU00540,2024,167,159,0.952,0
STU00540,2025,171,170,0.994,0
STU00541,2023,179,174,0.972,0
STU00541,2024,169,163,0.964,0
STU00541,2025,177,177,1.0,0
STU00542,2023,177,164,0.927,0
STU00542,2024,171,150,0.877,1
STU00542,2025,166,154,0.928,0
STU00543,2023,176,154,0.875,1
STU00543,2024,180,161,0.894,1
STU00543,2025,165,142,0.861,1
STU00544,2023,173,163,0.942,0
STU00544,2024,172,166,0.965,0
STU00544,2025,171,158,0.924,0
STU00545,2023,175,153,0.874,1
STU00545,2024,170,157,0.924,0
STU00545,2025,166,163,0.982,0
STU00546,2023,173,158,0.913,0
STU00546,2024,170,160,0.941,0
STU00546,2025,171,156,0.912,0
STU00547,2023,173,173,1.0,0
STU00547,2024,177,170,0.96,0
STU00547,2025,175,165,0.943,0
STU00548,2023,173,170,0.983,0
STU00548,2024,170,170,1.0,0
STU00548,2025,174,170,0.977,0
STU00549,2023,178,175,0.983,0
STU00549,2024,179,172,0.961,0
STU00549,2025,172,165,0.959,0
STU00550,2023,172,162,0.942,0
STU00550,2024,178,171,0.961,0
STU00550,2025,179,161,0.899,1
STU00551,2023,179,147,0.821,1
STU00551,2024,174,156,0.897,1
STU00551,2025,176,153,0.869,1
STU00552,2023,171,150,0.877,1
STU00552,2024,177,161,0.91,0
STU00552,2025,179,173,0.966,0
STU00553,2023,180,163,0.906,0
STU00553,2024,167,156,0.934,0
STU00553,2025,177,170,0.96,0
STU00554,2023,178,169,0.949,0
STU00554,2024,180,161,0.894,1
STU00554,2025,168,160,0.952,0
STU00555,2023,171,164,0.959,0
STU00555,2024,170,168,0.988,0
STU00555,2025,179,170,0.95,0
STU00556,2023,170,154,0.906,0
STU00556,2024,172,170,0.988,0
STU00556,2025,177,169,0.955,0
STU00557,2023,171,149,0.871,1
STU00557,2024,168,149,0.887,1
STU00557,2025,177,162,0.915,0
STU00558,2023,169,158,0.935,0
STU00558,2024,165,155,0.939,0
STU00558,2025,178,169,0.949,0
STU00559,2023,178,173,0.972,0
STU00559,2024,177,168,0.949,0
STU00559,2025,180,177,0.983,0
STU00560,2023,167,151,0.904,0
STU00560,2024,169,162,0.959,0
STU00560,2025,169,156,0.923,0
STU00561,2023,180,164,0.911,0
STU00561,2024,167,157,0.94,0
STU00561,2025,180,162,0.9,0
STU00562,2023,170,169,0.994,0
STU00562,2024,165,165,1.0,0
STU00562,2025,180,178,0.989,0
STU00563,2023,171,166,0.971,0
STU00563,2024,177,158,0.893,1
STU00563,2025,172,172,1.0,0
STU00564,2023,169,169,1.0,0
STU00564,2024,174,171,0.983,0
STU00564,2025,180,175,0.972,0
STU00565,2023,168,168,1.0,0
STU00565,2024,171,159,0.93,0
STU00565,2025,178,164,0.921,0
STU00566,2023,171,158,0.924,0
STU00566,2024,175,170,0.971,0
STU00566,2025,174,151,0.868,1
STU00567,2023,177,171,0.966,0
STU00567,2024,174,166,0.954,0
STU00567,2025,171,164,0.959,0
STU00568,2023,172,167,0.971,0
STU00568,2024,170,154,0.906,0
STU00568,2025,166,157,0.946,0
STU00569,2023,168,158,0.94,0
STU00569,2024,170,150,0.882,1
STU00569,2025,173,163,0.942,0
STU00570,2023,179,156,0.872,1
STU00570,2024,176,163,0.926,0
STU00570,2025,166,156,0.94,0
STU00571,2023,171,151,0.883,1
STU00571,2024,179,155,0.866,1
STU00571,2025,172,166,0.965,0
STU00572,2023,175,149,0.851,1
STU00572,2024,179,169,0.944,0
STU00572,2025,170,150,0.882,1
STU00573,2023,169,167,0.988,0
STU00573,2024,176,160,0.909,0
STU00573,2025,176,163,0.926,0
STU00574,2023,170,170,1.0,0
STU00574,2024,169,155,0.917,0
STU00574,2025,177,169,0.955,0
STU00575,2023,171,168,0.982,0
STU00575,2024,171,159,0.93,0
STU00575,2025,178,168,0.944,0
STU00576,2023,167,163,0.976,0
STU00576,2024,171,158,0.924,0
STU00576,2025,170,152,0.894,1
STU00577,2023,171,171,1.0,0
STU00577,2024,171,171,1.0,0
STU00577,2025,167,161,0.964,0
STU00578,2023,174,155,0.891,1
STU00578,2024,171,148,0.865,1
STU00578,2025,170,160,0.941,0
STU00579,2023,180,174,0.967,0
STU00579,2024,173,160,0.925,0
STU00579,2025,176,175,0.994,0
STU00580,2023,177,163,0.921,0
STU00580,2024,172,166,0.965,0
STU00580,2025,166,156,0.94,0
STU00581,2023,171,171,1.0,0
STU00581,2024,176,175,0.994,0
STU00581,2025,171,165,0.965,0
STU00582,2023,174,174,1.0,0
STU00582,2024,171,164,0.959,0
STU00582,2025,176,176,1.0,0
STU00583,2023,165,159,0.964,0
STU00583,2024,169,133,0.787,1
STU00583,2025,168,157,0.935,0
STU00584,2023,173,158,0.913,0
STU00584,2024,165,154,0.933,0
STU00584,2025,165,154,0.933,0
STU00585,2023,169,158,0.935,0
STU00585,2024,180,175,0.972,0
STU00585,2025,166,160,0.964,0
STU00586,2023,174,167,0.96,0
STU00586,2024,180,171,0.95,0
STU00586,2025,169,161,0.953,0
STU00587,2023,177,170,0.96,0
STU00587,2024,167,166,0.994,0
STU00587,2025,176,164,0.932,0
STU00588,2023,173,153,0.884,1
STU00588,2024,172,169,0.983,0
STU00588,2025,166,166,1.0,0
STU00589,2023,166,158,0.952,0
STU00589,2024,178,166,0.933,0
STU00589,2025,175,160,0.914,0
STU00590,2023,167,154,0.922,0
STU00590,2024,169,153,0.905,0
STU00590,2025,170,161,0.947,0
STU00591,2023,175,158,0.903,0
STU00591,2024,165,157,0.952,0
STU00591,2025,174,166,0.954,0
STU00592,2023,170,156,0.918,0
STU00592,2024,178,170,0.955,0
STU00592,2025,173,172,0.994,0
STU00593,2023,174,174,1.0,0
STU00593,2024,172,146,0.849,1
STU00593,2025,174,161,0.925,0
STU00594,2023,178,167,0.938,0
STU00594,2024,177,171,0.966,0
STU00594,2025,180,165,0.917,0
STU00595,2023,175,163,0.931,0
STU00595,2024,178,174,0.978,0
STU00595,2025,178,166,0.933,0
STU00596,2023,177,173,0.977,0
STU00596,2024,175,166,0.949,0
STU00596,2025,172,159,0.924,0
STU00597,2023,172,154,0.895,1
STU00597,2024,179,170,0.95,0
STU00597,2025,171,154,0.901,0
STU00598,2023,175,175,1.0,0
STU00598,2024,178,168,0.944,0
STU00598,2025,167,147,0.88,1
STU00599,2023,172,170,0.988,0
STU00599,2024,179,176,0.983,0
STU00599,2025,166,152,0.916,0
STU00600,2023,174,161,0.925,0
STU00600,2024,177,167,0.944,0
STU00600,2025,168,160,0.952,0
STU00601,2023,178,173,0.972,0
STU00601,2024,173,165,0.954,0
STU00601,2025,173,146,0.844,1
STU00602,2023,178,159,0.893,1
STU00602,2024,173,167,0.965,0
STU00602,2025,172,144,0.837,1
STU00603,2023,166,141,0.849,1
STU00603,2024,171,159,0.93,0
STU00603,2025,174,161,0.925,0
STU00604,2023,173,159,0.919,0
STU00604,2024,167,161,0.964,0
STU00604,2025,178,162,0.91,0
STU00605,2023,176,157,0.892,1
STU00605,2024,167,158,0.946,0
STU00605,2025,177,163,0.921,0
STU00606,2023,173,160,0.925,0
STU00606,2024,179,168,0.939,0
STU00606,2025,168,158,0.94,0
STU00607,2023,170,170,1.0,0
STU00607,2024,174,171,0.983,0
STU00607,2025,173,166,0.96,0
STU00608,2023,168,163,0.97,0
STU00608,2024,166,154,0.928,0
STU00608,2025,166,151,0.91,0
STU00609,2023,165,154,0.933,0
STU00609,2024,174,158,0.908,0
STU00609,2025,173,161,0.931,0
STU00610,2023,174,168,0.966,0
STU00610,2024,170,161,0.947,0
STU00610,2025,166,165,0.994,0
STU00611,2023,175,164,0.937,0
STU00611,2024,170,167,0.982,0
STU00611,2025,171,168,0.982,0
STU00612,2023,168,152,0.905,0
STU00612,2024,180,155,0.861,1
STU00612,2025,177,168,0.949,0
STU00613,2023,165,157,0.952,0
STU00613,2024,168,163,0.97,0
STU00613,2025,170,166,0.976,0
STU00614,2023,171,165,0.965,0
STU00614,2024,177,169,0.955,0
STU00614,2025,172,168,0.977,0
STU00615,2023,172,150,0.872,1
STU00615,2024,170,155,0.912,0
STU00615,2025,175,156,0.891,1
STU00616,2023,168,160,0.952,0
STU00616,2024,166,158,0.952,0
STU00616,2025,176,149,0.847,1
STU00617,2023,170,151,0.888,1
STU00617,2024,166,155,0.934,0
STU00617,2025,171,157,0.918,0
STU00618,2023,166,163,0.982,0
STU00618,2024,176,175,0.994,0
STU00618,2025,173,164,0.948,0
STU00619,2023,165,158,0.958,0
STU00619,2024,177,177,1.0,0
STU00619,2025,165,147,0.891,1
STU00620,2023,176,161,0.915,0
STU00620,2024,178,178,1.0,0
STU00620,2025,172,160,0.93,0
STU00621,2023,168,147,0.875,1
STU00621,2024,179,165,0.922,0
STU00621,2025,174,166,0.954,0
STU00622,2023,170,163,0.959,0
STU00622,2024,175,167,0.954,0
STU00622,2025,180,169,0.939,0
STU00623,2023,177,153,0.864406779661017,1
STU00623,2024,168,157,0.935,0
STU00623,2025,171,161,0.942,0
STU00624,2023,174,163,0.937,0
STU00624,2024,167,166,0.994,0
STU00624,2025,180,178,0.989,0
STU00625,2023,172,164,0.953,0
STU00625,2024,168,153,0.911,0
STU00625,2025,176,161,0.915,0
STU00626,2023,171,150,0.877,1
STU00626,2024,173,152,0.879,1
STU00626,2025,168,154,0.917,0
STU00627,2023,170,153,0.9,0
STU00627,2024,171,157,0.918,0
STU00627,2025,174,158,0.908,0
STU00628,2023,167,166,0.994,0
STU00628,2024,170,160,0.941,0
STU00628,2025,172,163,0.948,0
STU00629,2023,180,165,0.917,0
STU00629,2024,174,154,0.885,1
STU00629,2025,169,152,0.899,1
STU00630,2023,177,166,0.938,0
STU00630,2024,169,157,0.929,0
STU00630,2025,180,168,0.933,0
STU00631,2023,170,162,0.953,0
STU00631,2024,168,152,0.905,0
STU00631,2025,177,163,0.921,0
STU00632,2023,172,147,0.855,1
STU00632,2024,166,151,0.91,0
STU00632,2025,180,173,0.961,0
STU00633,2023,174,160,0.92,0
STU00633,2024,179,155,0.866,1
STU00633,2025,176,166,0.943,0
STU00634,2023,180,165,0.917,0
STU00634,2024,172,148,0.86,1
STU00634,2025,170,165,0.971,0
STU00635,2023,167,155,0.928,0
STU00635,2024,172,172,1.0,0
STU00635,2025,168,147,0.875,1
STU00636,2023,175,154,0.88,1
STU00636,2024,165,145,0.879,1
STU00636,2025,171,160,0.936,0
STU00637,2023,171,171,1.0,0
STU00637,2024,179,165,0.922,0
STU00637,2025,171,166,0.971,0
STU00638,2023,174,158,0.908,0
STU00638,2024,171,155,0.906,0
STU00638,2025,179,161,0.899,1
STU00639,2023,171,159,0.93,0
STU00639,2024,179,179,1.0,0
STU00639,2025,180,170,0.944,0
STU00640,2023,166,154,0.928,0
STU00640,2024,177,159,0.898,1
STU00640,2025,166,156,0.94,0
STU00641,2023,179,167,0.933,0
STU00641,2024,173,164,0.948,0
STU00641,2025,180,165,0.917,0
STU00642,2023,175,163,0.931,0
STU00642,2024,167,160,0.958,0
STU00642,2025,171,157,0.918,0
STU00643,2023,174,162,0.931,0
STU00643,2024,165,159,0.964,0
STU00643,2025,179,173,0.966,0
STU00644,2023,175,162,0.926,0
STU00644,2024,179,173,0.966,0
STU00644,2025,178,178,1.0,0
STU00645,2023,179,169,0.944,0
STU00645,2024,173,159,0.919,0
STU00645,2025,171,161,0.942,0
STU00646,2023,167,148,0.886,1
STU00646,2024,179,161,0.899,1
STU00646,2025,177,155,0.876,1
STU00647,2023,171,150,0.877,1
STU00647,2024,180,165,0.917,0
STU00647,2025,165,149,0.903,0
STU00648,2023,171,148,0.865,1
STU00648,2024,171,159,0.93,0
STU00648,2025,175,157,0.897,1
STU00649,2023,175,170,0.971,0
STU00649,2024,174,163,0.937,0
STU00649,2025,179,160,0.894,1
STU00650,2023,174,160,0.92,0
STU00650,2024,175,157,0.897,1
STU00650,2025,171,157,0.918,0
STU00651,2023,176,168,0.955,0
STU00651,2024,178,177,0.994,0
STU00651,2025,179,172,0.961,0
STU00652,2023,168,159,0.946,0
STU00652,2024,179,166,0.927,0
STU00652,2025,175,169,0.966,0
STU00653,2023,171,157,0.918,0
STU00653,2024,167,166,0.994,0
STU00653,2025,165,159,0.964,0
STU00654,2023,180,158,0.878,1
STU00654,2024,166,142,0.855,1
STU00654,2025,169,160,0.947,0
STU00655,2023,176,163,0.926,0
STU00655,2024,167,153,0.916,0
STU00655,2025,179,167,0.933,0
STU00656,2023,168,142,0.010700000000000001,1
STU00656,2024,180,148,0.822,1
STU00656,2025,176,164,0.932,0
STU00657,2023,166,148,0.892,1
STU00657,2024,176,169,0.96,0
STU00657,2025,176,163,0.926,0
STU00658,2023,171,165,0.965,0
STU00658,2024,165,156,0.945,0
STU00658,2025,177,177,1.0,0
STU00659,2023,176,174,0.989,0
STU00659,2024,169,156,0.923,0
STU00659,2025,168,158,0.94,0
STU00660,2023,178,150,0.843,1
STU00660,2024,167,140,0.838,1
STU00660,2025,175,154,0.88,1
STU00661,2023,176,158,0.898,1
STU00661,2024,165,159,0.964,0
STU00661,2025,176,162,0.92,0
STU00662,2023,171,151,0.883,1
STU00662,2024,166,142,0.855,1
STU00662,2025,173,161,0.931,0
STU00663,2023,168,153,0.911,0
STU00663,2024,179,175,0.978,0
STU00663,2025,174,165,0.948,0
STU00664,2023,177,162,0.915,0
STU00664,2024,174,163,0.937,0
STU00664,2025,165,151,0.915,0
STU00665,2023,177,157,0.887,1
STU00665,2024,175,159,0.909,0
STU00665,2025,168,142,0.845,1
STU00666,2023,168,159,0.946,0
STU00666,2024,170,158,0.929,0
STU00666,2025,171,158,0.924,0
STU00667,2023,165,151,0.915,0
STU00667,2024,174,167,0.96,0
STU00667,2025,172,158,0.919,0
STU00668,2023,175,164,0.937,0
STU00668,2024,172,159,0.924,0
STU00668,2025,168,160,0.952,0
STU00669,2023,178,167,0.938,0
STU00669,2024,170,164,0.965,0
STU00669,2025,175,160,0.914,0
STU00670,2023,178,167,0.938,0
STU00670,2024,169,156,0.923,0
STU00670,2025,165,150,0.909,0
STU00671,2023,176,163,0.926,0
STU00671,2024,178,165,0.927,0
STU00671,2025,169,145,0.858,1
STU00672,2023,168,150,0.893,1
STU00672,2024,168,158,0.94,0
STU00672,2025,168,151,0.899,1
STU00673,2023,166,145,0.873,1
STU00673,2024,179,179,1.0,0
STU00673,2025,179,168,0.939,0
STU00674,2023,175,171,0.977,0
STU00674,2024,177,168,0.949,0
STU00674,2025,178,174,0.978,0
STU00675,2023,179,167,0.933,0
STU00675,2024,167,152,0.91,0
STU00675,2025,175,158,0.903,0
STU00676,2023,167,152,0.91,0
STU00676,2024,174,168,0.966,0
STU00676,2025,170,165,0.971,0
STU00677,2023,174,171,0.983,0
STU00677,2024,174,171,0.983,0
STU00677,2025,168,158,0.94,0
STU00678,2023,173,156,0.902,0
STU00678,2024,175,160,0.914,0
STU00678,2025,169,158,0.935,0
STU00679,2023,168,152,0.905,0
STU00679,2024,169,161,0.953,0
STU00679,2025,166,158,0.952,0
STU00680,2023,179,174,0.972,0
STU00680,2024,179,169,0.944,0
STU00680,2025,174,155,0.891,1
STU00681,2023,180,164,0.911,0
STU00681,2024,177,171,0.966,0
STU00681,2025,177,169,0.955,0
STU00682,2023,176,168,0.955,0
STU00682,2024,179,172,0.961,0
STU00682,2025,176,167,0.949,0
STU00683,2023,173,165,0.954,0
STU00683,2024,171,155,0.906,0
STU00683,2025,165,150,0.909,0
STU00684,2023,165,155,0.939,0
STU00684,2024,171,156,0.912,0
STU00684,2025,176,172,0.977,0
STU00685,2023,175,158,0.903,0
STU00685,2024,172,162,0.942,0
STU00685,2025,167,159,0.952,0
STU00686,2023,176,158,0.898,1
STU00686,2024,179,173,0.966,0
STU00686,2025,171,161,0.942,0
STU00687,2023,176,157,0.892,1
STU00687,2024,168,154,0.917,0
STU00687,2025,167,161,0.964,0
STU00688,2023,166,159,0.958,0
STU00688,2024,180,151,0.839,1
STU00688,2025,167,143,0.856,1
STU00689,2023,168,168,1.0,0
STU00689,2024,170,167,0.982,0
STU00689,2025,175,171,0.977,0
STU00690,2023,180,168,0.933,0
STU00690,2024,169,155,0.917,0
STU00690,2025,170,158,0.929,0
STU00691,2023,172,160,0.93,0
STU00691,2024,172,159,0.924,0
STU00691,2025,169,160,0.947,0
STU00692,2023,169,152,0.899,1
STU00692,2024,175,159,0.909,0
STU00692,2025,172,158,0.919,0
STU00693,2023,180,162,0.9,0
STU00693,2024,169,157,0.929,0
STU00693,2025,167,146,0.874,1
STU00694,2023,179,166,0.927,0
STU00694,2024,169,144,0.852,1
STU00694,2025,179,173,0.966,0
STU00695,2023,176,155,0.881,1
STU00695,2024,168,154,0.917,0
STU00695,2025,179,154,0.86,1
STU00696,2023,177,167,0.944,0
STU00696,2024,168,168,1.0,0
STU00696,2025,176,168,0.955,0
STU00697,2023,180,173,0.961,0
STU00697,2024,175,162,0.926,0
STU00697,2025,170,162,0.953,0
STU00698,2023,170,154,0.906,0
STU00698,2024,165,148,0.897,1
STU00698,2025,173,167,0.965,0
STU00699,2023,171,164,0.959,0
STU00699,2024,178,156,0.876,1
STU00699,2025,173,146,0.844,1
STU00700,2023,179,170,0.95,0
STU00700,2024,180,168,0.933,0
STU00700,2025,178,157,0.882,1
STU00701,2023,173,159,0.919,0
STU00701,2024,175,170,0.971,0
STU00701,2025,168,155,0.923,0
STU00702,2023,175,164,0.937,0
STU00702,2024,178,168,0.944,0
STU00702,2025,180,171,0.95,0
STU00703,2023,176,156,0.886,1
STU00703,2024,171,160,0.936,0
STU00703,2025,179,158,0.883,1
STU00704,2023,172,164,0.953,0
STU00704,2024,175,160,0.914,0
STU00704,2025,168,150,0.893,1
STU00705,2023,179,156,0.872,1
STU00705,2024,170,160,0.941,0
STU00705,2025,179,161,0.899,1
STU00706,2023,175,166,0.949,0
STU00706,2024,166,142,0.855,1
STU00706,2025,178,157,0.882,1
STU00707,2023,166,164,0.988,0
STU00707,2024,180,178,0.989,0
STU00707,2025,170,158,0.929,0
STU00708,2023,173,152,0.879,1
STU00708,2024,175,164,0.937,0
STU00708,2025,168,154,0.917,0
STU00709,2023,173,169,0.977,0
STU00709,2024,169,164,0.97,0
STU00709,2025,165,143,0.867,1
STU00710,2023,165,153,0.927,0
STU00710,2024,168,162,0.964,0
STU00710,2025,171,158,0.924,0
STU00711,2023,173,160,0.925,0
STU00711,2024,169,147,0.87,1
STU00711,2025,166,145,0.873,1
STU00712,2023,180,163,0.906,0
STU00712,2024,167,160,0.0115,1
STU00712,2025,172,156,0.907,0
STU00713,2023,176,165,0.938,0
STU00713,2024,178,159,0.893,1
STU00713,2025,168,155,0.923,0
STU00714,2023,167,160,0.958,0
STU00714,2024,178,178,1.0,0
STU00714,2025,177,165,0.932,0
STU00715,2023,176,163,0.926,0
STU00715,2024,169,155,0.917,0
STU00715,2025,176,174,0.989,0
STU00716,2023,179,165,0.922,0
STU00716,2024,172,161,0.936,0
STU00716,2025,166,148,0.892,1
STU00717,2023,175,163,0.931,0
STU00717,2024,174,159,0.914,0
STU00717,2025,168,150,0.893,1
STU00718,2023,172,160,0.93,0
STU00718,2024,170,161,0.947,0
STU00718,2025,180,178,0.989,0
STU00719,2023,167,167,1.0,0
STU00719,2024,176,173,0.983,0
STU00719,2025,167,158,0.946,0
STU00720,2023,175,157,0.897,1
STU00720,2024,173,162,0.936,0
STU00720,2025,177,167,0.944,0
STU00721,2023,170,154,0.906,0
STU00721,2024,168,168,1.0,0
STU00721,2025,176,169,0.96,0
STU00722,2023,176,167,0.949,0
STU00722,2024,176,176,1.0,0
STU00722,2025,177,148,0.836,1
STU00723,2023,180,180,1.0,0
STU00723,2024,177,164,0.927,0
STU00723,2025,168,150,0.893,1
STU00724,2023,167,159,0.952,0
STU00724,2024,175,152,0.869,1
STU00724,2025,177,174,0.983,0
STU00725,2023,173,157,0.908,0
STU00725,2024,171,159,0.93,0
STU00725,2025,174,161,0.925,0
STU00726,2023,169,146,0.864,1
STU00726,2024,173,160,0.925,0
STU00726,2025,177,153,0.864,1
STU00727,2023,170,150,0.882,1
STU00727,2024,179,158,0.883,1
STU00727,2025,179,165,0.922,0
STU00728,2023,175,164,0.937,0
STU00728,2024,170,152,0.894,1
STU00728,2025,173,161,0.931,0
STU00729,2023,177,163,0.921,0
STU00729,2024,174,165,0.948,0
STU00729,2025,165,153,0.927,0
STU00730,2023,179,172,0.961,0
STU00730,2024,173,173,1.0,0
STU00730,2025,175,171,0.977,0
STU00731,2023,168,155,0.923,0
STU00731,2024,176,168,0.955,0
STU00731,2025,168,155,0.923,0
STU00732,2023,179,166,0.927,0
STU00732,2024,176,158,0.898,1
STU00732,2025,177,169,0.955,0
STU00733,2023,178,171,0.961,0
STU00733,2024,170,157,0.924,0
STU00733,2025,168,160,0.952,0
STU00734,2023,178,158,0.888,1
STU00734,2024,173,158,0.913,0
STU00734,2025,176,164,0.932,0
STU00735,2023,178,169,0.949,0
STU00735,2024,172,160,0.93,0
STU00735,2025,178,176,0.989,0
STU00736,2023,171,161,0.942,0
STU00736,2024,173,163,0.942,0
STU00736,2025,180,171,0.95,0
STU00737,2023,178,167,0.938,0
STU00737,2024,177,160,0.904,0
STU00737,2025,172,167,0.971,0
STU00738,2023,180,174,0.967,0
STU00738,2024,174,163,0.937,0
STU00738,2025,175,156,0.891,1
STU00739,2023,169,169,1.0,0
STU00739,2024,170,158,0.929,0
STU00739,2025,176,165,0.938,0
STU00740,2023,177,161,0.91,0
STU00740,2024,174,153,0.879,1
STU00740,2025,172,166,0.965,0
STU00741,2023,169,155,0.917,0
STU00741,2024,168,147,0.875,1
STU00741,2025,166,154,0.928,0
STU00742,2023,166,157,0.946,0
STU00742,2024,180,159,0.883,1
STU00742,2025,178,161,0.904,0
STU00743,2023,165,152,0.921,0
STU00743,2024,171,168,0.982,0
STU00743,2025,179,166,0.927,0
STU00744,2023,177,166,0.938,0
STU00744,2024,178,172,0.966,0
STU00744,2025,166,154,0.928,0
STU00745,2023,179,175,0.978,0
STU00745,2024,175,167,0.954,0
STU00745,2025,178,165,0.927,0
STU00746,2023,174,173,0.994,0
STU00746,2024,171,171,1.0,0
STU00746,2025,180,167,0.928,0
STU00747,2023,173,155,0.896,1
STU00747,2024,171,153,0.895,1
STU00747,2025,171,164,0.959,0
STU00748,2023,175,160,0.914,0
STU00748,2024,165,163,0.988,0
STU00748,2025,180,179,0.9944444444444445,0
STU00749,2023,172,161,0.936,0
STU00749,2024,178,175,0.983,0
STU00749,2025,174,167,0.96,0
STU00750,2023,177,153,0.864,1
STU00750,2024,169,143,0.846,1
STU00750,2025,177,153,0.864,1
STU00751,2023,174,159,0.914,0
STU00751,2024,175,157,0.897,1
STU00751,2025,172,158,0.919,0
STU00752,2023,167,162,0.97,0
STU00752,2024,169,159,0.941,0
STU00752,2025,176,166,0.943,0
STU00753,2023,167,153,0.916,0
STU00753,2024,173,155,0.896,1
STU00753,2025,173,155,0.896,1
STU00754,2023,174,166,0.954,0
STU00754,2024,179,169,0.944,0
STU00754,2025,168,147,0.875,1
STU00755,2023,171,158,0.924,0
STU00755,2024,175,156,0.891,1
STU00755,2025,172,158,0.919,0
STU00756,2023,169,160,0.947,0
STU00756,2024,165,155,0.939,0
STU00756,2025,166,161,0.97,0
STU00757,2023,166,160,0.964,0
STU00757,2024,165,160,0.97,0
STU00757,2025,173,172,0.994,0
STU00758,2023,174,174,1.0,0
STU00758,2024,172,167,0.971,0
STU00758,2025,175,167,0.954,0
STU00759,2023,167,162,0.97,0
STU00759,2024,171,158,0.924,0
STU00759,2025,178,162,0.91,0
STU00760,2023,179,159,0.888,1
STU00760,2024,165,153,0.927,0
STU00760,2025,180,167,0.928,0
STU00761,2023,171,149,0.871,1
STU00761,2024,179,167,0.933,0
STU00761,2025,170,158,0.929,0
STU00762,2023,169,158,0.935,0
STU00762,2024,166,160,0.964,0
STU00762,2025,175,167,0.954,0
STU00763,2023,169,168,0.994,0
STU00763,2024,170,152,0.894,1
STU00763,2025,171,168,0.982,0
STU00764,2023,175,152,0.869,1
STU00764,2024,177,159,0.898,1
STU00764,2025,175,150,0.857,1
STU00765,2023,172,156,0.907,0
STU00765,2024,167,160,0.958,0
STU00765,2025,171,161,0.942,0
STU00766,2023,165,146,0.885,1
STU00766,2024,175,165,0.943,0
STU00766,2025,173,161,0.931,0
STU00767,2023,172,163,0.948,0
STU00767,2024,168,163,0.97,0
STU00767,2025,168,167,0.994,0
STU00768,2023,174,158,0.908,0
STU00768,2024,179,165,0.922,0
STU00768,2025,178,163,0.916,0
STU00769,2023,165,158,0.958,0
STU00769,2024,165,160,0.97,0
STU00769,2025,174,165,0.948,0
STU00770,2023,177,162,0.915,0
STU00770,2024,167,152,0.91,0
STU00770,2025,169,168,0.994,0
STU00771,2023,165,164,0.994,0
STU00771,2024,166,155,0.934,0
STU00771,2025,171,150,0.877,1
STU00772,2023,166,154,0.928,0
STU00772,2024,172,172,1.0,0
STU00772,2025,166,161,0.97,0
