student_id,school_year,days_enrolled,days_present,attendance_rate
STU00583,2024,169,133,0.787
STU00583,2025,168,157,0.935
STU00584,2023,173,158,0.913
STU00584,2024,165,154,0.933
STU00584,2025,165,154,0.933
STU00585,2023,169,158,0.935
STU00585,2024,180,175,0.972
STU00585,2025,166,160,0.964
STU00586,2023,174,167,0.96
STU00586,2024,180,171,0.95
STU00586,2025,169,161,0.953
STU00587,2023,177,170,0.96
STU00587,2024,167,166,0.994
STU00587,2025,176,164,0.932
STU00588,2023,173,153,0.884
STU00588,2024,172,169,0.983
STU00588,2025,166,166,1.0
STU00589,2023,166,158,0.952
STU00589,2024,178,166,0.933
STU00589,2025,175,160,0.914
STU00590,2023,167,154,0.922
STU00590,2024,169,153,0.905
STU00590,2025,170,161,0.947
STU00591,2023,175,158,0.903
STU00591,2024,165,157,0.952
STU00591,2025,174,166,0.954
STU00592,2023,170,156,0.918
STU00592,2024,178,170,0.955
STU00592,2025,173,172,0.994
STU00593,2023,174,174,1.0
STU00593,2024,172,146,0.849
STU00593,2025,174,161,0.925
STU00594,2023,178,167,0.938
STU00594,2024,177,171,0.966
STU00594,2025,180,165,0.917
STU00595,2023,175,163,0.931
STU00595,2024,178,174,0.978
STU00595,2025,178,166,0.933
STU00596,2023,177,173,0.977
STU00596,2024,175,166,0.949
STU00596,2025,172,159,0.924
STU00597,2023,172,154,0.895
STU00597,2024,179,170,0.95
STU00597,2025,171,154,0.901
STU00598,2023,175,175,1.0
STU00598,2024,178,168,0.944
STU00598,2025,167,147,0.88
STU00599,2023,172,170,0.988
STU00599,2024,179,176,0.983
STU00599,2025,166,152,0.916
STU00600,2023,174,161,0.925
STU00600,2024,177,167,0.944
STU00600,2025,168,160,0.952
STU00601,2023,178,173,0.972
STU00601,2024,173,165,0.954
STU00601,2025,173,146,0.844
STU00602,2023,178,159,0.893
STU00602,2024,173,167,0.965
STU00602,2025,172,144,0.837
STU00603,2023,166,141,0.849
STU00603,2024,171,159,0.93
STU00603,2025,174,161,0.925
STU00604,2023,173,159,0.919
STU00604,2024,167,161,0.964
STU00604,2025,178,162,0.91
STU00605,2023,176,157,0.892
STU00605,2024,167,158,0.946
STU00605,2025,177,163,0.921
STU00606,2023,173,160,0.925
STU00606,2024,179,168,0.939
STU00606,2025,168,158,0.94
STU00607,2023,170,170,1.0
STU00607,2024,174,171,0.983
STU00607,2025,173,166,0.96
STU00608,2023,168,163,0.97
STU00608,2024,166,154,0.928
STU00608,2025,166,151,0.91
STU00609,2023,165,154,0.933
STU00609,2024,174,158,0.908
STU00609,2025,173,161,0.931
STU00610,2023,174,168,0.966
STU00610,2024,170,161,0.947
STU00610,2025,166,165,0.994
STU00611,2023,175,164,0.937
STU00611,2024,170,167,0.982
STU00611,2025,171,168,0.982
STU00612,2023,168,152,0.905
STU00612,2024,180,155,0.861
STU00612,2025,177,168,0.949
STU00613,2023,165,157,0.952
STU00613,2024,168,163,0.97
STU00613,2025,170,166,0.976
STU00614,2023,171,165,0.965
STU00614,2024,177,169,0.955
STU00614,2025,172,168,0.977
STU00615,2023,172,150,0.872
STU00615,2024,170,155,0.912
STU00615,2025,175,156,0.891
STU00616,2023,168,160,0.952
STU00616,2024,166,158,0.952
STU00616,2025,176,149,0.847
STU00617,2023,170,151,0.888
STU00617,2024,166,155,0.934
STU00617,2025,171,157,0.918
STU00618,2023,166,163,0.982
STU00618,2024,176,175,0.994
STU00618,2025,173,164,0.948
STU00619,2023,165,158,0.958
STU00619,2024,177,177,1.0
STU00619,2025,165,147,0.891
STU00620,2023,176,161,0.915
STU00620,2024,178,178,1.0
STU00620,2025,172,160,0.93
STU00621,2023,168,147,0.875
STU00621,2024,179,165,0.922
STU00621,2025,174,166,0.954
STU00622,2023,170,163,0.959
STU00622,2024,175,167,0.954
STU00622,2025,180,169,0.939
STU00623,2023,177,153,
STU00623,2024,168,157,0.935
STU00623,2025,171,161,0.942
STU00624,2023,174,163,0.937
STU00624,2024,167,166,0.994
STU00624,2025,180,178,0.989
STU00625,2023,172,164,0.953
STU00625,2024,168,153,0.911
STU00625,2025,176,161,0.915
STU00626,2023,171,150,0.877
STU00626,2024,173,152,0.879
STU00626,2025,168,154,0.917
STU00627,2023,170,153,0.9
STU00627,2024,171,157,0.918
STU00627,2025,174,158,0.908
STU00628,2023,167,166,0.994
STU00628,2024,170,160,0.941
STU00628,2025,172,163,0.948
STU00629,2023,180,165,91.7%
STU00629,2024,174,154,0.885
STU00629,2025,169,152,0.899
STU00630,2023,177,166,0.938
STU00630,2024,169,157,0.929
STU00630,2025,180,168,0.933
STU00631,2023,170,162,0.953
STU00631,2024,168,152,0.905
STU00631,2025,177,163,0.921
STU00632,2023,172,147,0.855
STU00632,2024,166,151,0.91
STU00632,2025,180,173,0.961
STU00633,2023,174,160,0.92
STU00633,2024,179,155,0.866
STU00633,2025,176,166,0.943
STU00634,2023,180,165,0.917
STU00634,2024,172,148,0.86
STU00634,2025,170,165,0.971
STU00635,2023,167,155,0.928
STU00635,2024,172,172,1.0
STU00635,2025,168,147,0.875
STU00636,2023,175,154,88.0%
STU00636,2024,165,145,0.879
STU00636,2025,171,160,0.936
STU00637,2023,171,171,1.0
STU00637,2024,179,165,0.922
STU00637,2025,171,166,0.971
STU00638,2023,174,158,0.908
STU00638,2024,171,155,0.906
STU00638,2025,179,161,0.899
STU00639,2023,171,159,0.93
STU00639,2024,179,179,1.0
STU00639,2025,180,170,0.944
STU00640,2023,166,154,0.928
STU00640,2024,177,159,0.898
STU00640,2025,166,156,0.94
STU00641,2023,179,167,0.933
STU00641,2024,173,164,0.948
STU00641,2025,180,165,0.917
STU00642,2023,175,163,0.931
STU00642,2024,167,160,0.958
STU00642,2025,171,157,0.918
STU00643,2023,174,162,0.931
STU00643,2024,165,159,0.964
STU00643,2025,179,173,0.966
STU00644,2023,175,162,0.926
STU00644,2024,179,173,0.966
STU00644,2025,178,178,1.0
STU00645,2023,179,169,0.944
STU00645,2024,173,159,0.919
STU00645,2025,171,161,0.942
STU00646,2023,167,148,0.886
STU00646,2024,179,161,0.899
STU00646,2025,177,155,0.876
STU00647,2023,171,150,0.877
STU00647,2024,180,165,0.917
STU00647,2025,165,149,0.903
STU00648,2023,171,148,0.865
STU00648,2024,171,159,0.93
STU00648,2025,175,157,0.897
STU00649,2023,175,170,0.971
STU00649,2024,174,163,0.937
STU00649,2025,179,160,0.894
STU00650,2023,174,160,0.92
STU00650,2024,175,157,0.897
STU00650,2025,171,157,0.918
STU00651,2023,176,168,0.955
STU00651,2024,178,177,0.994
STU00651,2025,179,172,0.961
STU00652,2023,168,159,0.946
STU00652,2024,179,166,0.927
STU00652,2025,175,169,0.966
STU00653,2023,171,157,0.918
STU00653,2024,167,166,0.994
STU00653,2025,165,159,0.964
STU00654,2023,180,158,0.878
STU00654,2024,166,142,0.855
STU00654,2025,169,160,0.947
STU00655,2023,176,163,0.926
STU00655,2024,167,153,0.916
STU00655,2025,179,167,0.933
STU00656,2023,168,142,1.07
STU00656,2024,180,148,0.822
STU00656,2025,176,164,0.932
STU00657,2023,166,148,0.892
STU00657,2024,176,169,0.96
STU00657,2025,176,163,0.926
STU00658,2023,171,165,0.965
STU00658,2024,165,156,0.945
STU00658,2025,177,177,1.0
STU00659,2023,176,174,0.989
STU00659,2024,169,156,0.923
STU00659,2025,168,158,0.94
STU00660,2023,178,150,0.843
STU00660,2024,167,140,0.838
STU00660,2025,175,154,0.88
STU00661,2023,176,158,0.898
STU00661,2024,165,159,0.964
STU00661,2025,176,162,0.92
STU00662,2023,171,151,0.883
STU00662,2024,166,142,0.855
STU00662,2025,173,161,0.931
STU00663,2023,168,153,0.911
STU00663,2024,179,175,0.978
STU00663,2025,174,165,0.948
STU00664,2023,177,162,0.915
STU00664,2024,174,163,0.937
STU00664,2025,165,151,0.915
STU00665,2023,177,157,0.887
STU00665,2024,175,159,0.909
STU00665,2025,168,142,0.845
STU00666,2023,168,159,0.946
STU00666,2024,170,158,0.929
STU00666,2025,171,158,0.924
STU00667,2023,165,151,0.915
STU00667,2024,174,167,0.96
STU00667,2025,172,158,0.919
STU00668,2023,175,164,0.937
STU00668,2024,172,159,0.924
STU00668,2025,168,160,0.952
STU00669,2023,178,167,0.938
STU00669,2024,170,164,0.965
STU00669,2025,175,160,0.914
STU00670,2023,178,167,0.938
STU00670,2024,169,156,0.923
STU00670,2025,165,150,0.909
STU00671,2023,176,163,0.926
STU00671,2024,178,165,0.927
STU00671,2025,169,145,0.858
STU00672,2023,168,150,0.893
STU00672,2024,168,158,0.94
STU00672,2025,168,151,0.899
STU00673,2023,166,145,0.873
STU00673,2024,179,179,1.0
STU00673,2025,179,168,0.939
STU00674,2023,175,171,0.977
STU00674,2024,177,168,0.949
STU00674,2025,178,174,0.978
STU00675,2023,179,167,0.933
STU00675,2024,167,152,0.91
STU00675,2025,175,158,0.903
STU00676,2023,167,152,0.91
STU00676,2024,174,168,0.966
STU00676,2025,170,165,0.971
STU00677,2023,174,171,0.983
STU00677,2024,174,171,0.983
STU00677,2025,168,158,0.94
STU00678,2023,173,156,0.902
STU00678,2024,175,160,0.914
STU00678,2025,169,158,0.935
STU00679,2023,168,152,0.905
STU00679,2024,169,161,0.953
STU00679,2025,166,158,0.952
STU00680,2023,179,174,0.972
STU00680,2024,179,169,0.944
STU00680,2025,174,155,0.891
STU00681,2023,180,164,0.911
STU00681,2024,177,171,0.966
STU00681,2025,177,169,0.955
STU00682,2023,176,168,0.955
STU00682,2024,179,172,0.961
STU00682,2025,176,167,0.949
STU00683,2023,173,165,0.954
STU00683,2024,171,155,0.906
STU00683,2025,165,150,0.909
STU00684,2023,165,155,0.939
STU00684,2024,171,156,0.912
STU00684,2025,176,172,0.977
STU00685,2023,175,158,0.903
STU00685,2024,172,162,0.942
STU00685,2025,167,159,0.952
STU00686,2023,176,158,0.898
STU00686,2024,179,173,0.966
STU00686,2025,171,161,0.942
STU00687,2023,176,157,0.892
STU00687,2024,168,154,0.917
STU00687,2025,167,161,0.964
STU00688,2023,166,159,0.958
STU00688,2024,180,151,0.839
STU00688,2025,167,143,0.856
STU00689,2023,168,168,1.0
STU00689,2024,170,167,0.982
STU00689,2025,175,171,0.977
STU00690,2023,180,168,0.933
STU00690,2024,169,155,0.917
STU00690,2025,170,158,0.929
STU00691,2023,172,160,0.93
STU00691,2024,172,159,0.924
STU00691,2025,169,160,0.947
STU00692,2023,169,152,0.899
STU00692,2024,175,159,0.909
STU00692,2025,172,158,0.919
STU00693,2023,180,162,0.9
STU00693,2024,169,157,0.929
STU00693,2025,167,146,0.874
STU00694,2023,179,166,0.927
STU00694,2024,169,144,0.852
STU00694,2025,179,173,0.966
STU00695,2023,176,155,0.881
STU00695,2024,168,154,0.917
STU00695,2025,179,154,0.86
STU00696,2023,177,167,0.944
STU00696,2024,168,168,1.0
STU00696,2025,176,168,0.955
STU00697,2023,180,173,0.961
STU00697,2024,175,162,0.926
STU00697,2025,170,162,0.953
STU00698,2023,170,154,0.906
STU00698,2024,165,148,0.897
STU00698,2025,173,167,0.965
STU00699,2023,171,164,0.959
STU00699,2024,178,156,0.876
STU00699,2025,173,146,0.844
STU00700,2023,179,170,0.95
STU00700,2024,180,168,0.933
STU00700,2025,178,157,0.882
STU00701,2023,173,159,0.919
STU00701,2024,175,170,0.971
STU00701,2025,168,155,0.923
STU00702,2023,175,164,0.937
STU00702,2024,178,168,0.944
STU00702,2025,180,171,0.95
STU00703,2023,176,156,0.886
STU00703,2024,171,160,0.936
STU00703,2025,179,158,0.883
STU00704,2023,172,164,0.953
STU00704,2024,175,160,0.914
STU00704,2025,168,150,0.893
STU00705,2023,179,156,0.872
STU00705,2024,170,160,0.941
STU00705,2025,179,161,0.899
STU00706,2023,175,166,0.949
STU00706,2024,166,142,0.855
STU00706,2025,178,157,0.882
STU00707,2023,166,164,0.988
STU00707,2024,180,178,0.989
STU00707,2025,170,158,0.929
STU00708,2023,173,152,0.879
STU00708,2024,175,164,0.937
STU00708,2025,168,154,0.917
STU00709,2023,173,169,0.977
STU00709,2024,169,164,0.97
STU00709,2025,165,143,0.867
STU00710,2023,165,153,0.927
STU00710,2024,168,162,0.964
STU00710,2025,171,158,0.924
STU00711,2023,173,160,0.925
STU00711,2024,169,147,0.87
STU00711,2025,166,145,0.873
STU00712,2023,180,163,0.906
STU00712,2024,167,160,1.15
STU00712,2025,172,156,0.907
STU00713,2023,176,165,0.938
STU00713,2024,178,159,0.893
STU00713,2025,168,155,0.923
STU00714,2023,167,160,0.958
STU00714,2024,178,178,1.0
STU00714,2025,177,165,0.932
STU00715,2023,176,163,0.926
STU00715,2024,169,155,0.917
STU00715,2025,176,174,0.989
STU00716,2023,179,165,0.922
STU00716,2024,172,161,0.936
STU00716,2025,166,148,0.892
STU00717,2023,175,163,0.931
STU00717,2024,174,159,0.914
STU00717,2025,168,150,0.893
STU00718,2023,172,160,0.93
STU00718,2024,170,161,0.947
STU00718,2025,180,178,0.989
STU00719,2023,167,167,1.0
STU00719,2024,176,173,0.983
STU00719,2025,167,158,0.946
STU00720,2023,175,157,0.897
STU00720,2024,173,162,0.936
STU00720,2025,177,167,0.944
STU00721,2023,170,154,0.906
STU00721,2024,168,168,1.0
STU00721,2025,176,169,0.96
STU00722,2023,176,167,0.949
STU00722,2024,176,176,1.0
STU00722,2025,177,148,0.836
STU00723,2023,180,180,1.0
STU00723,2024,177,164,0.927
STU00723,2025,168,150,0.893
STU00724,2023,167,159,0.952
STU00724,2024,175,152,0.869
STU00724,2025,177,174,0.983
STU00725,2023,173,157,0.908
STU00725,2024,171,159,0.93
STU00725,2025,174,161,0.925
STU00726,2023,169,146,0.864
STU00726,2024,173,160,0.925
STU00726,2025,177,153,0.864
STU00727,2023,170,150,0.882
STU00727,2024,179,158,0.883
STU00727,2025,179,165,0.922
STU00728,2023,175,164,0.937
STU00728,2024,170,152,0.894
STU00728,2025,173,161,0.931
STU00729,2023,177,163,0.921
STU00729,2024,174,165,0.948
STU00729,2025,165,153,0.927
STU00730,2023,179,172,0.961
STU00730,2024,173,173,1.0
STU00730,2025,175,171,0.977
STU00731,2023,168,155,0.923
STU00731,2024,176,168,0.955
STU00731,2025,168,155,0.923
STU00732,2023,179,166,0.927
STU00732,2024,176,158,0.898
STU00732,2025,177,169,0.955
STU00733,2023,178,171,0.961
STU00733,2024,170,157,0.924
STU00733,2025,168,160,0.952
STU00734,2023,178,158,0.888
STU00734,2024,173,158,0.913
STU00734,2025,176,164,0.932
STU00735,2023,178,169,0.949
STU00735,2024,172,160,0.93
STU00735,2025,178,176,0.989
STU00736,2023,171,161,0.942
STU00736,2024,173,163,0.942
STU00736,2025,180,171,0.95
STU00737,2023,178,167,0.938
STU00737,2024,177,160,0.904
STU00737,2025,172,167,0.971
STU00738,2023,180,174,0.967
STU00738,2024,174,163,0.937
STU00738,2025,175,156,0.891
STU00739,2023,169,169,1.0
STU00739,2024,170,158,0.929
STU00739,2025,176,165,0.938
STU00740,2023,177,161,0.91
STU00740,2024,174,153,0.879
STU00740,2025,172,166,0.965
STU00741,2023,169,155,0.917
STU00741,2024,168,147,0.875
STU00741,2025,166,154,0.928
STU00742,2023,166,157,0.946
STU00742,2024,180,159,0.883
STU00742,2025,178,161,0.904
STU00743,2023,165,152,0.921
STU00743,2024,171,168,0.982
STU00743,2025,179,166,0.927
STU00744,2023,177,166,0.938
STU00744,2024,178,172,0.966
STU00744,2025,166,154,0.928
STU00745,2023,179,175,0.978
STU00745,2024,175,167,0.954
STU00745,2025,178,165,0.927
STU00746,2023,174,173,0.994
STU00746,2024,171,171,1.0
STU00746,2025,180,167,0.928
STU00747,2023,173,155,0.896
STU00747,2024,171,153,0.895
STU00747,2025,171,164,0.959
STU00748,2023,175,160,0.914
STU00748,2024,165,163,0.988
STU00748,2025,180,179,
STU00749,2023,172,161,0.936
STU00749,2024,178,175,0.983
STU00749,2025,174,167,0.96
STU00750,2023,177,153,0.864
STU00750,2024,169,143,0.846
STU00750,2025,177,153,0.864
STU00751,2023,174,159,0.914
STU00751,2024,175,157,0.897
STU00751,2025,172,158,0.919
STU00752,2023,167,162,0.97
STU00752,2024,169,159,0.941
STU00752,2025,176,166,0.943
STU00753,2023,167,153,0.916
STU00753,2024,173,155,0.896
STU00753,2025,173,155,0.896
STU00754,2023,174,166,0.954
STU00754,2024,179,169,0.944
STU00754,2025,168,147,0.875
STU00755,2023,171,158,0.924
STU00755,2024,175,156,0.891
STU00755,2025,172,158,0.919
STU00756,2023,169,160,0.947
STU00756,2024,165,155,0.939
STU00756,2025,166,161,0.97
STU00757,2023,166,160,0.964
STU00757,2024,165,160,0.97
STU00757,2025,173,172,0.994
STU00758,2023,174,174,1.0
STU00758,2024,172,167,0.971
STU00758,2025,175,167,0.954
STU00759,2023,167,162,0.97
STU00759,2024,171,158,0.924
STU00759,2025,178,162,0.91
STU00760,2023,179,159,0.888
STU00760,2024,165,153,0.927
STU00760,2025,180,167,0.928
STU00761,2023,171,149,0.871
STU00761,2024,179,167,0.933
STU00761,2025,170,158,0.929
STU00762,2023,169,158,0.935
STU00762,2024,166,160,0.964
STU00762,2025,175,167,0.954
STU00763,2023,169,168,0.994
STU00763,2024,170,152,0.894
STU00763,2025,171,168,0.982
STU00764,2023,175,152,0.869
STU00764,2024,177,159,0.898
STU00764,2025,175,150,0.857
STU00765,2023,172,156,0.907
STU00765,2024,167,160,0.958
STU00765,2025,171,161,0.942
STU00766,2023,165,146,0.885
STU00766,2024,175,165,0.943
STU00766,2025,173,161,0.931
STU00767,2023,172,163,0.948
STU00767,2024,168,163,0.97
STU00767,2025,168,167,0.994
STU00768,2023,174,158,0.908
STU00768,2024,179,165,0.922
STU00768,2025,178,163,0.916
STU00769,2023,165,158,0.958
STU00769,2024,165,160,0.97
STU00769,2025,174,165,0.948
STU00770,2023,177,162,0.915
STU00770,2024,167,152,0.91
STU00770,2025,169,168,0.994
STU00771,2023,165,164,0.994
STU00771,2024,166,155,0.934
STU00771,2025,171,150,0.877
STU00772,2023,166,154,0.928
STU00772,2024,172,172,1.0
STU00772,2025,166,161,0.97
STU00773,2023,170,153,0.9
STU00773,2024,172,164,0.953
STU00773,2025,179,173,0.966
STU00774,2023,171,162,0.947
STU00774,2024,167,150,0.898
STU00774,2025,170,163,0.959
STU00775,2023,173,162,0.936
STU00775,2024,167,153,0.916
STU00775,2025,170,164,0.965
STU00776,2023,168,156,0.929
STU00776,2024,176,173,0.983
STU00776,2025,178,163,0.916
STU00777,2023,178,175,0.983
STU00777,2024,176,164,0.932
STU00777,2025,174,159,0.914
STU00778,2023,169,153,0.905
STU00778,2024,165,158,0.958
STU00778,2025,177,171,0.966
STU00779,2023,175,157,0.897
STU00779,2024,176,150,0.852
STU00779,2025,178,154,0.865
STU00780,2023,165,155,0.939
STU00780,2024,178,166,0.933
STU00780,2025,173,163,0.942
STU00781,2023,167,155,0.928
STU00781,2024,165,155,0.939
STU00781,2025,178,157,0.882
STU00782,2023,179,173,0.966
STU00782,2024,169,168,0.994
STU00782,2025,178,170,0.955
STU00783,2023,166,144,0.867
STU00783,2024,174,152,0.874
STU00783,2025,172,158,0.919
STU00784,2023,169,151,0.893
STU00784,2024,180,169,0.939
STU00784,2025,177,164,0.927
STU00785,2023,167,152,91.0%
STU00785,2024,168,153,0.911
STU00785,2025,177,165,0.932
STU00786,2023,177,177,1.0
STU00786,2024,171,158,0.924
STU00786,2025,176,173,0.983
STU00787,2023,170,161,0.947
STU00787,2024,180,164,0.911
STU00787,2025,177,159,0.898
STU00788,2023,171,164,0.959
STU00788,2024,176,158,0.898
STU00788,2025,168,168,1.0
STU00789,2023,175,162,0.926
STU00789,2024,178,158,0.888
STU00789,2025,172,153,0.89
STU00790,2023,178,162,0.91
STU00790,2024,178,152,0.854
STU00790,2025,176,161,0.915
STU00791,2023,165,151,0.915
STU00791,2024,177,158,0.893
STU00791,2025,171,165,0.965
STU00792,2023,165,152,0.921
STU00792,2024,173,158,0.913
STU00792,2025,171,152,0.889
STU00793,2023,166,152,0.916
STU00793,2024,180,175,0.972
STU00793,2025,180,159,0.883
STU00794,2023,180,175,0.972
STU00794,2024,173,173,1.0
STU00794,2025,176,162,0.92
STU00795,2023,178,174,0.978
STU00795,2024,180,175,0.972
STU00795,2025,179,172,0.961
STU00796,2023,173,162,0.936
STU00796,2024,180,172,0.956
STU00796,2025,175,159,0.909
STU00797,2023,173,149,0.861
STU00797,2024,178,164,0.921
STU00797,2025,177,156,0.881
STU00798,2023,175,155,0.886
STU00798,2024,165,142,0.861
STU00798,2025,178,162,0.91
STU00799,2023,174,164,0.943
STU00799,2024,166,164,0.988
STU00799,2025,174,164,0.943
STU00800,2023,176,142,0.807
STU00800,2024,166,154,0.928
STU00800,2025,180,162,0.9
STU00801,2023,170,164,0.965
STU00801,2024,170,160,0.941
STU00801,2025,178,165,0.927
STU00802,2023,166,161,0.97
STU00802,2024,167,167,1.0
STU00802,2025,167,167,1.0
STU00803,2023,175,168,0.96
STU00803,2024,173,173,1.0
STU00803,2025,174,174,1.0
STU00804,2023,179,162,0.905
STU00804,2024,174,174,1.0
STU00804,2025,168,155,0.923
STU00805,2023,175,148,0.846
STU00805,2024,173,153,0.884
STU00805,2025,165,154,0.933
STU00806,2023,169,168,0.994
STU00806,2024,172,164,0.953
STU00806,2025,179,161,0.899
STU00807,2023,178,173,0.972
STU00807,2024,179,165,0.922
STU00807,2025,180,161,0.894
STU00808,2023,178,165,0.927
STU00808,2024,173,158,0.913
STU00808,2025,176,163,0.926
STU00809,2023,172,162,0.942
STU00809,2024,167,159,0.952
STU00809,2025,174,170,0.977
STU00810,2023,174,164,0.943
STU00810,2024,172,169,0.983
STU00810,2025,176,163,0.926
STU00811,2023,167,162,0.97
STU00811,2024,171,156,0.912
STU00811,2025,177,169,0.955
STU00812,2023,176,163,0.926
STU00812,2024,173,160,0.925
STU00812,2025,175,163,0.931
STU00813,2023,165,157,0.952
STU00813,2024,174,165,0.948
STU00813,2025,180,168,0.933
STU00814,2023,172,151,0.878
STU00814,2024,170,153,0.9
STU00814,2025,171,155,0.906
STU00815,2023,180,175,0.972
STU00815,2024,174,174,1.0
STU00815,2025,165,150,0.909
STU00816,2023,179,175,0.978
STU00816,2024,168,154,0.917
STU00816,2025,165,159,0.964
STU00817,2023,170,158,0.929
STU00817,2024,168,153,0.911
STU00817,2025,167,142,0.85
STU00818,2023,170,157,0.924
STU00818,2024,173,157,0.908
STU00818,2025,165,148,0.897
STU00819,2023,175,172,0.983
STU00819,2024,169,159,0.941
STU00819,2025,171,163,0.953
STU00820,2023,172,164,0.953
STU00820,2024,178,166,0.933
STU00820,2025,180,170,0.944
STU00821,2023,169,155,0.917
STU00821,2024,168,163,0.97
STU00821,2025,168,162,0.964
STU00822,2023,175,158,0.903
STU00822,2024,177,165,0.932
STU00822,2025,174,151,0.868
STU00823,2023,172,147,0.855
STU00823,2024,176,158,0.898
STU00823,2025,168,161,0.958
STU00824,2023,169,158,0.935
STU00824,2024,170,159,0.935
STU00824,2025,173,165,0.954
STU00825,2023,174,158,0.908
STU00825,2024,166,157,0.946
STU00825,2025,166,166,1.0
STU00826,2023,169,169,1.0
STU00826,2024,166,166,1.0
STU00826,2025,180,169,0.939
STU00827,2023,175,161,0.92
STU00827,2024,173,165,0.954
STU00827,2025,170,162,0.953
STU00828,2023,168,168,1.0
STU00828,2024,168,155,0.923
STU00828,2025,169,154,0.911
STU00829,2023,169,150,0.888
STU00829,2024,169,152,0.899
STU00829,2025,177,159,0.898
STU00830,2023,174,169,0.971
STU00830,2024,167,165,0.988
STU00830,2025,180,175,0.972
STU00831,2023,173,160,0.925
STU00831,2024,176,166,0.943
STU00831,2025,170,157,0.924
STU00832,2023,171,153,0.895
STU00832,2024,175,158,0.903
STU00832,2025,172,151,0.878
STU00833,2023,173,162,0.936
STU00833,2024,174,169,0.971
STU00833,2025,175,155,0.886
STU00834,2023,166,145,0.873
STU00834,2024,169,164,0.97
STU00834,2025,165,150,0.909
STU00835,2023,166,156,0.94
STU00835,2024,165,148,0.897
STU00835,2025,180,164,0.911
STU00836,2023,169,154,0.911
STU00836,2024,174,164,0.943
STU00836,2025,177,172,0.972
STU00837,2023,167,160,0.958
STU00837,2024,172,166,0.965
STU00837,2025,176,160,0.909
STU00838,2023,178,165,0.927
STU00838,2024,167,163,0.976
STU00838,2025,168,162,0.964
STU00839,2023,172,156,0.907
STU00839,2024,172,150,0.872
STU00839,2025,165,160,0.97
STU00840,2023,180,161,0.894
STU00840,2024,165,148,0.897
STU00840,2025,171,165,0.965
STU00841,2023,177,158,0.893
STU00841,2024,180,167,0.928
STU00841,2025,174,156,0.897
STU00842,2023,167,162,0.97
STU00842,2024,177,152,0.859
STU00842,2025,179,168,0.939
STU00843,2023,177,166,0.938
STU00843,2024,169,163,0.964
STU00843,2025,178,172,0.966
STU00844,2023,172,155,0.901
STU00844,2024,179,163,0.911
STU00844,2025,172,151,0.878
STU00845,2023,171,169,0.988
STU00845,2024,173,161,0.931
STU00845,2025,176,168,0.955
STU00846,2023,175,175,1.0
STU00846,2024,168,168,1.0
STU00846,2025,174,166,0.954
STU00847,2023,166,156,0.94
STU00847,2024,174,172,0.989
STU00847,2025,177,174,0.983
STU00848,2023,175,156,0.891
STU00848,2024,175,153,0.874
STU00848,2025,175,156,0.891
STU00849,2023,175,170,0.971
STU00849,2024,177,149,0.842
STU00849,2025,178,157,0.882
STU00850,2023,170,153,0.9
STU00850,2024,171,159,0.93
STU00850,2025,177,156,0.881
STU00851,2023,172,157,0.913
STU00851,2024,169,156,0.923
STU00851,2025,174,161,0.925
STU00852,2023,180,162,
STU00852,2024,179,165,0.922
STU00852,2025,178,171,0.961
STU00853,2023,166,157,0.946
STU00853,2024,171,156,0.912
STU00853,2025,178,169,0.949
STU00854,2023,169,156,0.923
STU00854,2024,174,167,0.96
STU00854,2025,168,157,0.935
STU00855,2023,174,165,0.948
STU00855,2024,173,156,0.902
STU00855,2025,174,161,0.925
STU00856,2023,177,160,0.904
STU00856,2024,173,157,0.908
STU00856,2025,173,155,0.896
STU00857,2023,180,166,0.922
STU00857,2024,169,151,0.893
STU00857,2025,172,157,0.913
STU00858,2023,176,161,0.915
STU00858,2024,174,148,0.851
STU00858,2025,166,152,0.916
STU00859,2023,166,159,0.958
STU00859,2024,173,163,0.942
STU00859,2025,169,158,0.935
STU00860,2023,179,179,1.0
STU00860,2024,178,166,0.933
STU00860,2025,166,164,0.988
STU00861,2023,179,166,0.927
STU00861,2024,176,168,0.955
STU00861,2025,177,161,0.91
STU00862,2023,173,161,0.931
STU00862,2024,169,150,0.888
STU00862,2025,178,161,0.904
STU00863,2023,180,171,0.95
STU00863,2024,169,160,0.947
STU00863,2025,170,159,0.935
STU00864,2023,168,165,0.982
STU00864,2024,170,158,0.929
STU00864,2025,166,155,0.934
STU00865,2023,169,161,0.953
STU00865,2024,175,159,0.909
STU00865,2025,166,149,0.898
STU00866,2023,170,169,0.994
STU00866,2024,168,145,0.863
STU00866,2025,175,165,0.943
STU00867,2023,172,168,0.977
STU00867,2024,178,176,0.989
STU00867,2025,173,164,0.948
STU00868,2023,166,152,0.916
STU00868,2024,178,167,0.938
STU00868,2025,180,170,0.944
STU00869,2023,169,161,0.953
STU00869,2024,165,151,0.915
STU00869,2025,167,157,0.94
STU00870,2023,177,151,0.853
STU00870,2024,179,160,0.894
STU00870,2025,167,150,0.898
STU00871,2023,170,164,0.965
STU00871,2024,175,166,0.949
STU00871,2025,176,176,1.0
STU00872,2023,172,163,0.948
STU00872,2024,168,164,0.976
STU00872,2025,177,157,0.887
STU00873,2023,178,163,0.916
STU00873,2024,180,171,0.95
STU00873,2025,175,156,0.891
STU00874,2023,168,161,0.958
